review_title,review_body,rating,review_date
Don't knock it... it's fun.,"So listen, I went into this movie not expecting the best. I'm a big fan of the purge movies so maybe this will come off as biased... but I think I'm the 1% that thinks this is one of the best purge movies. After the complete train-wreck of a third that was 'Election Year' this movie brought the franchise back to life and gave it more of an understanding. They delve into why people do the things they do when they purge, what people thought was and wasn't acceptable when the 'social experiment' first arose... yeah ok, so the movie has its clichè moments, but some of the issues they touch on are very much real life... the struggle for people with little to no income, the things people would do to gain income at such a time, and the way that the government can pretty much do anything to make themselves look good. I enjoyed this movie, please please don't knock it until you try it, besides, they're all fun right?",8.0,9 July 2018
Not worth the look,"The last movies were pretty good but this movie just for the sake of being made because of the success of the previous this seems to lose its ""freakyness"" in relevent to the previous movies . Not worth the look! I was literally browsing other potential movies which i could take a look at, during watching this movie .",1.0,23 September 2018
I'm FURIOUS,,1.0,12 July 2018
AWFUL,"This movie was a train wreck. The First Purge, and hopefully the last. From the first 15 minutes of the movie I could tell it was going to be insanely racist, wondering if there was going to be a single white person in it. Before I get into that I want to talk about how the main character ""Dmitri"" was a gang leader, ninja, and hero all at the same time. My boyfriend sitting next to me for a second thought we were watching another version of Die Hard 2 with Bruce Willis, except this version didn't make any sense. Back to ""Where are the white people?"", Yeah they came storming in portraying the KKK, Hitler, and Trump. Everyone should go take their kids to go see this movie, or don't. (Definitely don't). The blood and gore wasn't even good enough to justify spending any money on seeing this movie. I literally made an IMDB accound just to rant about how bad this movie was. Like someone else said on here, wait until it comes out on channel 4.",1.0,16 July 2018
Officially the shame of the year,"Horrible, weak in all the action and no suspense. Disgusting, racist and black/ white political propaganda none buys anymore.",1.0,4 August 2018
"Propaganda, plot holes, pitiful.",,1.0,15 July 2018
Fascinating idea in a horrible way.,"I started to watch this movie and continued, because the idea of a purge horrifies me. It is maybe a movie with a poor plot according some reviewers, but in many ways better then the giant robots in Pacific Rim. I don't think it would ever work in the real world. Nonetheless it is just a horrifying idea.",8.0,9 October 2018
"Wow, they destroyed the franchise!!!","I love all the other Purge movies, but this one was CRAP! I wish I never watched it or spent a dime on it. There is no value in this movie the director and producers should get put of the movie making business. This was really bad.",1.0,14 October 2018
Plot doesn't make sense?,"So people are against the government because they're exploiting the poor, yet at the end, everyone hails the local drug dealer a hero even though he's always been exploiting the poor? Am I missing something?",1.0,15 January 2019
Complete Waste,I hope they will not be making another Purge because coming back from this will be hard.,1.0,21 September 2018
Just an utter embarassment,,1.0,1 October 2018
Does not live up to the hype,"When the first poster for this film came out, I was excited. A MAGA hat behind white made it seem like it was going to be interesting, or maybe even controversial but unfortunately that wasn't the case. The First Purge ended up being a bland, boring, unnecessary film in the series that was neither interesting, nor really like the films before it, actually exciting. If you've got nothing to do and don't have anything to watch, watch The First Purge if only to make fun of it.",1.0,4 October 2018
